company_name,stand_no,description,profile_url,website
Asura Technologies,"Stand No- H1-C40, Hall 1","ASURA is an AI-driven technology and solution provider based in Budapest, Hungary. From the very beginning in 2017, ASURA has been developing its own innovative software platform, supplying video analytics solutions free of physic ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/asura-technologies,https://asuratechnologies.com/
ASUS MIDDLE EAST FZCO DUBAI BRANCH,"Stand No- H2-C70, Hall 2","ASUS is a Taiwan Province, People's Republic of China-based, multinational computer hardware and consumer electronics company that was established in 1989. Dedicated to creating products for today’s and tomorrow’s smart life,  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/asus-middle-east-fzco-dubai-branch,https://www.asus.com/
Asya,"Stand No- H1-C30, Hall 1","We are a software company developing practical AI solutions that help businesses work smarter. Our products save time, cut manual tasks, and deliver actionable insights.
Our Products:
- PitchPatterns
A tool for contact centers tha ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/asya,https://showcase.asya.ai
ASYS Inc.,"Stand No- H24-D20, Hall 24","ASYS, specializing in the manufacturing of financial devices, was established in May 2021. Leveraging innovative technology and expertise, we are dedicated to providing our customers with validated, reliable financial devices. Sin ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/asys-inc,https://asys.kr/en/
ATME B.S.C.,"Stand No- H20-A10, Hall 20",ATME is a digital assets exchange regulated by the Central Bank of Bahrain bringing borderless accessibility and liquidity to capital markets through tokenization of Real-World Assets (RWA). The company connects businesses looking ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/atme-bsc,https://www.atme.com/
Attom Technology,"Stand No- H26-D85, Hall 26","We are a high-end data center solutions provider with a vertically integrated supply chain. Our focus lies in the design and manufacturing of prefab modular data centers, precision cooling systems, and UPS.
With over 20 years of i ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/attom-technology,https://attom.tech/
AUKEY,"Stand No- H12-C12, Hall 12","AUKEY, a premium electronics brand under AuGroup (HKEX: 02519), blends cutting-edge technology with refined aesthetics to create user-centric innovations. Guided by the philosophy “Where Technology Meets Aesthetics,” AUKEY dev ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/aukey,https://www.aukey.com/
AURCORE TECHNOLOGY INC.,"Stand No- H23-D41, Hall 23","AurCore is a U.S.-based network technology company founded to meet the growing infrastructure demands of the AI era. Headquartered in Lake Forest, California, we specialize in delivering high-performance AI-driven network solution ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/aurcore-technology-inc,https://www.aurcore.net/
AUSTIN HUGHES,"Stand No- H1-B51C, H1-B51D, Hall 1","Founded in 1995, Austin Hughes is a design and manufacturing group that offers a broad range of Enterprise-level Rack Mount and IT Solutions supporting data centres and high-density installations for powering AI technology.
These  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/austin-hughes,https://www.austin-hughes.com
AV Pro DWC-LLC,"Stand No- H14-14, Hall 14","AVPro DWC-LLC is a Dubai-based provider of professional audio-visual solutions, delivering cutting-edge technologies across the Middle East. Our portfolio includes signal distribution and switchers, controllers, PTZ cameras, wirel ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/av-pro-dwc-llc,https://www.avp.ae
Avahi Inc,"Stand No- H26-09, Hall 26","Avahi is a trusted Premier-tier Amazon Web Services (AWS) partner, empowering businesses with cutting-edge cloud solutions that accelerate growth, optimize costs, and drive innovation. Our team of experts excels in designing, impl ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/avahi-inc,https://avahi.ai/
AVEPOINT GULF DMCC,"Stand No- H7-A20, Hall 7","Securing the Future. AvePoint is the global leader in data management and data governance, and over 21,000 customers worldwide rely on our solutions to secure the digital workplace across Microsoft, Google, Salesforce and other cl ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/avepoint-gulf-dmcc,https://www.avepoint.com/
AVIENTEK FZCO,"Stand No- H2-B40, Hall 2","Avientek is a leading value-added distributor of Audio Visual (AV) and Unified Communications (UC) solutions across the Middle East, Africa, and the Indian Subcontinent. Established in 2016, the company specializes in delivering i ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/avientek-fzco,https://www.avientek.com
Avinika Solution Pvt. Ltd,"Stand No- H26-C30.3, Hall 26","Avinika Solution Private Limited is a global workforce enabler specializing in Employer of Record (EOR) solutions that help organizations hire, manage, and expand teams across borders—without setting up local legal entities.

Ou ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/avinika-solution-pvt-ltd,https://www.avinikasolution.in
Avisto Eastern Europe,"Stand No- H1-A10, Hall 1","Avisto Eastern Europe helps product-based companies build reliable software faster. With expertise in Application & Embedded Software, DevOps, QA & Automation, and Data Engineering (AI/ML), our engineers integrate seamlessly with  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/avisto-eastern-europe,https://www.avisto-eastern.com/
AVITA Inc.,"Stand No- H16-2, Hall 16","AVITA Inc. is a Series A AI startup from Japan with a leading market share in interactive avatar and humanoid robot solutions. The company holds around 100 patents and has unique AI technologies.

In addition to supporting enterpr ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/avita-inc,https://avita.co.jp/en/
AVM AI,"Stand No- H14-D30, Hall 14","AVM.AI is a deep-tech startup and R&D laboratory developing the world’s first AI Copilot for restaurants.
It becomes the intelligent core of restaurant operations — handling guest communication, delivery orders, inventory, res ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/avm-ai,https://avm-ai.kz/
Axes Software,"Stand No- H5-B20, Hall 5","Founded in 2005, Axes Software is the oldest Romanian company providing software and hardware solutions for an efficient Supply Chain Management.

Our team focuses on the development and deployment of complex software applications ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/axes-software,https://axessoftware.com/
Axigen,"Stand No- H14-C10, Hall 14","Axigen is a premium, scalable, all-in-one Windows & Linux mail server software. A free mail server version is available for personal and lab use, along with the business mail server and the MSP mail server, for Managed Service Pro ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/axigen,https://www.axigen.com/
AXIOMIO IT SERVICES PRIVATE LIMITED,"Stand No- H9-17, Hall 9","AxiomIO has been a trusted cloud innovation partner, enabling enterprises to simplify, secure, and scale digital transformation.

Product/Services
AxiomIO’s flagship platform, Xops360, is a unified visibility and agentic remedia ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/axiomio-it-services-private-limited,https://axiomio.com/
Axiros GmbH,"Stand No- H2-C02, Hall 2","CONNECTING BILLIONS of People & Devices Globally. 

For over 20 years, Axiros has been a leading provider of software solutions for Device Management in telecommunications and other industries. The company's reputation for excelle ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/axiros-gmbh,https://www.axiros.com
AXIS ELECTRONICS,"Stand No- H15-C10.3, Hall 15",We are manufacturers of Electronic Weighing Machines and Industrial manufacturing traceability solutions & systems,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/axis-electronics,https://www.weighing.in
Ayvo,"Stand No- H14-D60, Hall 14","Ayvo is a pioneering AI solutions company transforming the way businesses in the Gulf and beyond innovate, operate, and grow. 
With over 60,000+ active users, an average rating of 4.9/5, and an 85% retention rate, Ayvo delivers re ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ayvo,https://ayvo.ai/
B2metric,"Stand No- H14-B60, Hall 14",AI-Agents Driven Customer Intelligence and Data Analytics solutions for Growth Teams,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/b2metric,https://www.b2metric.com
Babbar FZCO,"Stand No- GSM-A50, Hall 11","We are a leading distributor of Apple, Samsung, Dyson, and gaming products, providing a comprehensive range of ready-to-ship inventory to meet the diverse needs of our clients. Located in DAFZA, Dubai, our operations are built on  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/babbar-fzco,https://babbarfzco.com/
Bahrain Economic Development Board,"Stand No- H20-A10, Hall 20","Bahrain Economic Development Board (Bahrain EDB) is an investment promotion agency with overall responsibility for attracting investment into the Kingdom and supporting initiatives that enhance the investment climate.
 
Bahrain ED ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bahrain-economic-development-board,https://www.bahrainedb.com/
Baker Tilly,"Stand No- H26-27, Hall 26","As part of the global Baker Tilly network, Baker Tilly UAE is a leading advisory, audit, tax, and consulting firm recognized for delivering forward-looking solutions and trusted expertise. With deep regional knowledge and global s ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/baker-tilly,https://www.bakertilly.ae
Bakson Ltd,"Stand No- H1-A10, Hall 1","Bakson Ltd, based in Belgrade, Serbia, has been a trusted IT outsourcing and team augmentation partner since 2005. Bakson extends teams with skilled engineers in Cloud & DevOps, AI & Data Engineering, and enterprise-grade custom s ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bakson-ltd,https://www.baksonltd.com
Bamboo Group,"Stand No- H1-C50, Hall 1","Bamboo Group is a privately-owned group of companies providing top-notch digital solutions and tech-related services. Nowadays, the company operates in software development, Internet of Things (IoT), monetization & marketing solut ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bamboo-group,https://bamboogroup.eu
Barco,"Stand No- H2-C75, Hall 2","Barco, headquartered in Kortrijk (Belgium), is a global technology company leading in
visualization, networking, and collaboration solutions. Its innovative technologies drive
advancements in the healthcare, enterprise, and entert ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/barco,https://www.barco.com/
Barracuda,"Stand No- H24-C40, Hall 24",Barracuda is a leading cybersecurity company providing complete protection against complex threats. Hundreds of thousands of IT professionals and managed service providers worldwide trust Barracuda to protect and support them. Our ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/barracuda,https://www.barracuda.com
BarTender by Seagull,"Stand No- H5-25, Hall 5","Create, Manage, Print & Track with BarTender to optimize productivity, simplify supply chains, and meet compliance with ease. BarTender™ is the leading labeling software used worldwide to design, print, and automate labels, barc ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bartender-by-seagull,https://www.bartendersoftware.com/
Basatne,"Stand No- GSM-A60, Hall 11","Basatne is a global leader in circular technology and sustainable commerce, providing end-to-end solutions in electronics distribution, reverse logistics, and device lifecycle management. Operating across North America, Middle Eas ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/basatne,https://www.basatne.com/
BaseCam Electronics,"Stand No- H1-C30, Hall 1","BaseCam Electronics offers all the essential products to build high-quality stabilization systems for photo and video cameras.
Our technology is based on direct-drive brushless motors, ensuring smooth movement or complete stillnes ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/basecam-electronics,https://www.basecamelectronics.com/landing/
BBI Information and Communication Technology LLC,"Stand No- H4-B20, Hall 4","BBI was founded in 2009 in Dubai, UAE, with an innovative and optimistic vision, to reshape the digital transformation across the MENA region by delivering strategic consulting, enterprise data management and cutting-edge AI solut ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bbi-information-and-communication-technology-llc,https://bbi.ai/
BCCS Cluster,"Stand No- H13-D55, Hall 13","BCCS Cluster is a EU-based digital innovation hub that unites experts in blockchain, cybersecurity, and regulatory compliance to support the growth of fintech and other tech-driven industries. Founded in 2019  BCCS operates as a c ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bccs-cluster,https://bccs.tech/
BDO,"Stand No- H7-A20, Hall 7","BDO, a 50-year-old firm in UAE with offices in Abu Dhabi, Dubai, and Sharjah, and a team of over 250 local experts, is part of the global BDO network operating in 160+ countries with 120,000+ professionals, together with BDO India ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bdo,https://www.bdo.ae
Beetles Cyber Security,"Stand No- H25-11, Hall 25","Beetles Cyber Security  is a CREST-accredited offensive security company specializing in Penetration Testing, Red Teaming, and Adversarial Simulations. We help organizations strengthen their security posture by simulating real-wor ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beetles-cyber-security,https://www.beetles.io/
Behin Technology,"Stand No- H14-D20-04, Hall 14","Behin Technology is one of Iran’s most reputable and pioneering IT companies, with over 33 years of proven experience. The company has earned strong customer trust by delivering advanced, high-quality technology products backed  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/behin-technology,https://behin.net
BEHPOUYAN,"Stand No- H14-D20-03, Hall 14","We are a technology-driven company specializing in real-time data management, dispatching systems, and smart industry solutions. Our mission is to help industries move toward Industry 4.0 and digital transformation, using advanced ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/behpouyan,https://www.behpouyan.ir
"Beijing Creative Group Co.,Ltd.","Stand No- H14-A60, Hall 14","Beijing Creative Group Co., Ltd. is headquartered in Beijing. Founded at the China Electric Power Research Institute in 1988, the company has established three core business systems: power distribution equipment R&D and manufactur ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-creative-group-coltd,https://www.creat-gr.com/en
"Beijing Galbot Co., Ltd","Stand No- CC2-18, Concourse 2","Beijing Galbot Co., Ltd. is a market-leading company in embodied multi-modal large-model general-purpose robotics. Established in May 2023, Galbot is dedicated to delivering cutting-edge general-purpose robotic products to global  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-galbot-co-ltd,https://www.galbot.com/
Beijing Go Global Hub for Digital Economy Enterprise,"Stand No- H1-D30, Hall 1",Beijing Go Global Hub is China's first one stop service platform for facilitating the globalization of Chinese enterprises.,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-go-global-hub-for-digital-economy-enterprise,https://www.bjgoglobal.com
Beijing Guang'an Xuanguang,"Stand No- H1-D30, Hall 1","Setting a new standard in urban digital twins, cultural tourism digitization, and digital copyright protection.",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-guangan-xuanguang,http://companywebsite.com
"Beijing Haixin Energy Technology Co., Ltd","Stand No- H14-A60, Hall 14","Beijing Haixin Energy Technology Co., Ltd. (hereinafter referred to as ""HAIXIN"") is a Chinese bioenergy company listed on the Shenzhen Stock Exchange with headquarters in Beijing (stock code: 300072). The Group specializes in bioe ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-haixin-energy-technology-co-ltd,https://www.hxnk.com/
Beijing Jasmines BioTech INC.,"Stand No- H14-A60, Hall 14","Jasmine BioTech INC. is a Chinese neuroscience company that focuses on diagnosing diseases through eye movement, including cognitive impairment, Parkinson's disease, and ASD. We have the world's most advanced 1000Hz high-precision ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-jasmines-biotech-inc,https://www.eye-mind.cn/
"Beijing Keen Technology Co.,Ltd.","Stand No- H14-A60, Hall 14","Keen Tech provides an AI-Native Data & AI integrated platform, dedicated to advancing innovation in foundational AI-Native software. Its flagship product, KeenData Lakehouse, delivers a unified platform that seamlessly connects da ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-keen-technology-coltd,https://keendata.com/
"Beijing kesino  engineering  technology co., ltd.","Stand No- H9-B30, Hall 9","KESINO company covers an area of 130,000 square meters, set up 1200 square meters of large-scale science fiction exhibition hall, has introduced a number of high-precision machining equipment, automatic AMADA laser cutting machine ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-kesino--engineering--technology-co-ltd,https://www.kesinoconsoles.com
"Beijing Kuangshi Technology Co., Ltd.","Stand No- H14-A60, Hall 14","Megvii is an artificial intelligence company focused on IoT scenarios. Leveraging its full-stack technical capabilities spanning algorithms, systems, and hardware, Megvii has developed a leading multimodal large-model system, the  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-kuangshi-technology-co-ltd,https://en.megvii.com/
"Beijing Memblaze Technology Co., Ltd.","Stand No- H14-A60, Hall 14","Memblaze is a leading provider of enterprise-grade SSD products and technology solutions. Founded in Beijing, China in 2011, Memblaze remains committed to independent R&D and innovation, with full in-house design capabilities in f ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-memblaze-technology-co-ltd,https://www.memblaze.com/en/
"Beijing Rossum Robot Technology Co., Ltd.","Stand No- H14-A60, Hall 14","Beijing Rossum Robot Technology Co., Ltd., founded in September 2017, has been honored as a National High-tech Enterprise, a ""Little Giant"" Enterprise recognized by Beijing for being specialized, refined, innovative, and unique, a ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-rossum-robot-technology-co-ltd,http://rossumrobot.cn
"Beijing Soaring Electric Technology Co., Ltd.","Stand No- H14-A60, Hall 14","Beijing Soaring Electric Technology Co., Ltd. was established in 2002 by graduates from Tsinghua University. It is a company dedicated to the research and development and manufacturing of new power electronic equipment, with two m ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-soaring-electric-technology-co-ltd,https://www.soaring.com.cn/en/
"Beijing Yvniao Technology Co., Ltd","Stand No- H14-A60, Hall 14","As China's first quantum technology incubator, the ZGC Quantum Technology Incubator was unveiled in Haidian—a forefront of international innovation—at the inaugural Beijing Quantum Information Technology Innovation Conference  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beijing-yvniao-technology-co-ltd,https://www.quantumchina.com
Ben Infotech Telephones & Telecommunications equipment Trading LLC,"Stand No- CC1-5, Concourse 1","BEN Infotech, headquartered in Dubai and part of the $300 million Al Mashka Group, is a leading Value-Added Distributor (VAD) with a strong presence across the MENA region. We focus on building and distributing ICT infrastructure  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/ben-infotech-telephones--telecommunications-equipment-trading-llc,https://beninfotech.ae/
BEST Vision LLP,"Stand No- H14-D30, Hall 14","BEST Vision Technologies is a Kazakhstani company and one of the first manufacturers of smart helmets in Central Asia. Developer of proprietary software based on artificial intelligence and computer vision technologies.
In 2023, t ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/best-vision-llp,https://www.evision.kz
Bestvantage Investments,"Stand No- H26-C70.10, Hall 26","Bestvantage Investments was founded by IIM Ahmedabad alumni, connecting verified startups with strategic investors. The platform focuses on startups led by experienced founders with scalable business models and unicorn potential.  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bestvantage-investments,https://www.bestvantageinvestments.com/
Beyon,"Stand No- H20-C15, Hall 20","We are focused on creating an international thriving and diverse digital growth portfolio that spans across a variety of sectors including financial services, ICT solutions & cybersecurity, gov-tech, ed-tech, and much more.

At th ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/beyon,https://beyon.com
"BI MATRIX. Co., Ltd","Stand No- H2-40, Hall 2","BI MATRIX is Enterprise Intelligence Solution Provider that helps organizations transform data into actionable intelligence. Our core product, EPA (Excel Process Automation), opens the field of Excel Automation, enabling enterpris ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bi-matrix-co-ltd,https://www.bimatrix.com
Big Dream Lab,"Stand No- H14-D30, Hall 14","Big Dream Lab is a studio creating immersive XR (VR/AR) solutions for education, occupational and industrial safety, mining, oil & gas, tourism, and marketing. We integrate AI, gamification, and advanced training technologies to d ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/big-dream-lab,https://bigdreamlab.org
Bigap FZCO,"Stand No- GSM-C85, Hall 11","Since 2012, Bigap has been a specialized distributor in the electronics and home appliance market, partnering with leading global brands such as Apple, Samsung, Sony, and JBL. Our core product categories include smartphones, table ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bigap-fzco,https://bigap.ae/
"BigDataLabs Co., Ltd.","Stand No- H15-85, Hall 15","We deliver cutting-edge big data and AI solutions that empower businesses with smarter decisions, higher efficiency, and sustainable growth. With expertise in data collection, storage, management, and advanced analytics, combined  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bigdatalabs-co-ltd,https://bigdatalabs.kr/
Bilkent CYBERPARK,"Stand No- H26-C51, Hall 26","Bilkent CYBERPARK (Ankara Technology Development Zone Founder and Operator Inc.), established in 2002 by Bilkent University and Bilkent Holding, is Türkiye’s first foundation university technopark. Bilkent CYBERPARK hosts 364 t ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bilkent-cyberpark,https://www.cyberpark.com.tr/
Bimser,"Stand No- H1-D51, Hall 1","Founded in 1998 to deliver software solutions in IT, Bimser supports over 2,000 companies worldwide with solutions for workflow and document management, process and performance management, quality management, risk management, main ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bimser,https://bimser.com/en/
"BINDTEC CO.,LTD","Stand No- H2-D15, Hall 2","?We began as an importer and distributor of financial equipment in 1983 and transitioned into a banding machine manufacturer in 1990.
Starting with our cash banding and strapping machines, we also began exporting our products.

Ov ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bindtec-coltd,http://bindtec.kr/eng/
Birla Cable Limited,"Stand No- H24-E19, Hall 24","Birla Cable Limited (Formerly Birla Ericsson Optical Limited) is a premier company in the field of Telecommunication Cables, which offers one of widest portfolio of Copper and Optical Fibre cables under its umbrella. A division un ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/birla-cable-limited,https://WWW.BIRLACABLE.COM
"Birtech - Sensaway,  Noctua,","Stand No- CC1-8A, Concourse 1","Birtech is a manufacturer company, produce Environment Monitoring Modules, sensors and Centralised Monitoring Software involving,  Sensors & modules at Data Centers, Server Rooms, Communications & Network Systems, Laboratories, Ar ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/birtech---sensaway--noctua,https://www.birtech.com/en/
Biruni Technopark,"Stand No- H26-C50, Hall 26","Biruni Technopark, established in 2022 in Istanbul on a 41,088 m² area, offers a 1,176 m² modern incubation center as a strong starting point for entrepreneurs. Hosting 300 technology companies, including 65 incubators, it drive ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/biruni-technopark,https://www.biruniteknopark.com
Bitrobotics Export LLC,"Stand No- H16-17, Hall 16","Bitrobotics Export is a robotics company specializing in high-tech equipment and automation solutions for industrial processes. Our portfolio includes delta robots, modular frames, machine vision systems, conveyors, and integrated ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bitrobotics-export-llc,https://bitrobotics.com
BitTwoByte Technology Pvt Ltd,"Stand No- H9-B12, Hall 9","BitTwoByte Technology is a modern IT services company focused on delivering innovative solutions across industries like Banking, Insurance, Healthcare, Retail & Manufacturing. We help organizations accelerate their digital transfo ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bittwobyte-technology-pvt-ltd,https://www.bittwobyte.com
"BIXOLON CO., LTD.","Stand No- H15-D45, Hall 15","BIXOLON is a leading global manufacturer of innovative, advanced printing technologies including point-of-sale receipt, label, Auto ID and mobile printers for a wide range of environments. Millions of BIXOLON printers are used tod ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bixolon-co-ltd,https://www.bixolon.com
Blackbelt360,"Stand No- GSM-B75, Hall 11","Blackbelt360 provides essential software for data erasure, diagnostics, trade-in and retail management, ensuring devices are securely processed and accurately valued from the outset.

Blackbelt360 provides refurbishers with softwa ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/blackbelt360,https://blackbelt360.com
BlackBerry UK Limited,"Stand No- H20-15, Hall 20","BlackBerry provides enterprises and governments the intelligent software and services that power the world around us. Based in Waterloo, Ontario, the company’s high-performance foundational software enables major automakers and  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/blackberry-uk-limited,https://www.blackberry.com/
BlackStone AI,"Stand No- H14-D30, Hall 14","Offers ""Real AI for working with documents."" The AI model is pre-trained and requires no additional markup. The solution is 30 times faster than a human (30 seconds vs. 30 minutes to study documents). Flexible integration is offer ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/blackstone-ai,https://blackstoneai.io
Blackstone eIT,"Stand No- H6-B10, Hall 6","BlackStone eIT is a global leader and partner in digital transformation, functioning as both a premier System Integrator (SI) and an innovative Independent Software Vendor (ISV). Our core mission is to enable organizations worldwi ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/blackstone-eit,https://blackstoneeit.com/
BLOOMS GROUP FZCO,"Stand No- GSM-O48, Hall 11","Founded in the year 2014, Blooms Group has grown into one of 
the leading distributors of Cell phones, IT equipment & Gaming 
devices in the MENA region. Building a solid and trust-worthy 
relationship with both our partners and o ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/blooms-group-fzco,https://bloomsgroup.com/
bluCursor,"Stand No- H23-C29, Hall 23","bluCursor is a deep-tech software company delivering advanced services and solutions in AI, Cloud and Data for enterprises worldwide. Founded in 2013, bluCursor is an ISO/IEC 27001 certified organization with offices in India (Ind ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/blucursor,https://blucursor.com/
Bluebird Inc. and TSC Auto ID Technology Co. LTD,"Stand No- H1-61, Hall 1","Bluebird is an enterprise IoT total solution provider, offering consulting and customized solutions for enterprise IoT infrastructure. Bluebird’s technology leadership, selected by more than 3,000 customers from 120 countries, i ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bluebird-inc-and-tsc-auto-id-technology-co-ltd,https://www.bluebirdcorp.com/?lang=US and https://usca.tscprinters.com/en
Bluerush Inc.,"Stand No- H2-C30, Hall 2",,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bluerush-inc,https://www.bluerush.com
BlueStar Europe Distribution BV,"Stand No- H5-B20, Hall 5","BlueStar is the leading global distributor of solutions-based Digital Identification, Mobility, Point-of-Sale, RFID, Digital Signage, Networking, Robotics, and Security technology solutions.
We deliver vetted hardware and software ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bluestar-europe-distribution-bv,https://www.bluestarinc.com
BLUETEC COMPUTERS LLC,"Stand No- H15 - D20, Hall 15","Bluetec Computers, based in Dubai, has been serving the IT industry for over 20 years with dedication and expertise. We specialize in high-performance hardware components including Intel processors, graphics cards (VGA), SSDs, RAM ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bluetec-computers-llc,https://WWW.BLUETECCOMPUTERS.COM
BLUEVISOR SYSTEMS,"Stand No- H26-A26, Hall 26",Bluevisor Systems is an AI specialist company established in August 2016. Based on our proprietary HIGHBUFF AI investment algorithm that achieved 1st place in Korea's Financial Supervisory Service Testbed profitability ranking and ...,https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bluevisor-systems,https://bluevisor.kr
Bmorn,"Stand No- H12-D14, Hall 12","Shenzhen Bmorn Technology Co., Ltd, established in June 2005, is a national high-tech enterprise which is specialized in the development, production, marketing and service of notebook, tablet, AIO, IOT device and other electronic  ...",https://exhibitors.gitex.com/gitex-global-2025/Exhibitor/ExbDetails/bmorn,https://www.bmorn.com/en/
